Column1,DEF,FWD,GK,MID,element_type,now_cost,team,total_points,Arsenal,Aston Villa,Brentford,Brighton,Burnley,Chelsea,Crystal Palace,Everton,Leeds,Leicester,Liverpool,Man City,Man Utd,Newcastle,Norwich,Southampton,Spurs,Watford,West Ham,Wolves,Starting 11
Reece Welch,1,0,0,0,DEF,40,Everton,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Reiss Nelson,0,0,0,1,MID,50,Arsenal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Remi Matthews,0,0,1,0,GK,39,Crystal Palace,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rhys Williams,1,0,0,0,DEF,44,Liverpool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Ricardo Domingos Barbosa Pereira,1,0,0,0,DEF,52,Leicester,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Richarlison de Andrade,0,1,0,0,FWD,76,Everton,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rico Henry,1,0,0,0,DEF,45,Brentford,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Riyad Mahrez,0,0,0,1,MID,86,Man City,135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Rob Holding,1,0,0,0,DEF,41,Arsenal,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robert Elliot,0,0,1,0,GK,40,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Robert Kenedy Nunes do Nascimento,1,0,0,0,DEF,45,Chelsea,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robert Street,0,1,0,0,FWD,45,Crystal Palace,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robert Sánchez,0,0,1,0,GK,45,Brighton,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Roberto Firmino,0,1,0,0,FWD,87,Liverpool,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Robin Koch,1,0,0,0,DEF,43,Leeds,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Robin Olsen,0,0,1,0,GK,40,Aston Villa,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rodrigo Bentancur,0,0,0,1,MID,49,Spurs,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Rodrigo Hernandez,0,0,0,1,MID,55,Man City,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Rodrigo Moreno,0,1,0,0,FWD,63,Leeds,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Romain Perraud,1,0,0,0,DEF,48,Southampton,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Romain Saïss,1,0,0,0,DEF,48,Wolves,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Romelu Lukaku,0,1,0,0,FWD,114,Chelsea,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Romeo Lavia,0,0,0,1,MID,44,Man City,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Ross Barkley,0,0,0,1,MID,52,Chelsea,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ruben Loftus-Cheek,0,0,0,1,MID,54,Chelsea,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rui Pedro dos Santos Patrício,0,0,1,0,GK,50,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Ryan Alebiosu,1,0,0,0,DEF,40,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0
Ryan Bertrand,1,0,0,0,DEF,46,Leicester,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Ryan Fraser,0,0,0,1,MID,51,Newcastle,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
Ryan Fredericks,1,0,0,0,DEF,44,West Ham,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Ryan Giles,0,0,0,1,MID,45,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0
Ryan Sessegnon,1,0,0,0,DEF,44,Spurs,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Rúben Diogo da Silva Neves,0,0,0,1,MID,52,Wolves,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Rúben Santos Gato Alves Dias,1,0,0,0,DEF,62,Man City,141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Rúnar Alex Rúnarsson,0,0,1,0,GK,40,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sadio Mané,0,0,0,1,MID,118,Liverpool,183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Salah-Eddine Oulad M'hand,0,0,0,1,MID,45,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0
Salomón Rondón,0,1,0,0,FWD,60,Everton,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sam Byram,1,0,0,0,DEF,44,Norwich,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Sam Greenwood,0,1,0,0,FWD,46,Leeds,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Sam Waller,0,0,1,0,GK,40,Burnley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Saman Ghoddos,0,0,0,1,MID,52,Brentford,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Samir Caetano de Souza Santos,1,0,0,0,DEF,45,Watford,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Samuel Edozie,0,0,0,1,MID,47,Man City,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Samuel Kalu,0,0,0,1,MID,49,Watford,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Saïd Benrahma,0,0,0,1,MID,59,West Ham,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Saúl Ñíguez,0,0,0,1,MID,49,Chelsea,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Banks,0,0,0,1,MID,45,Crystal Palace,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Carson,0,0,1,0,GK,39,Man City,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Scott McTominay,0,0,0,1,MID,54,Man Utd,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Sead Kolasinac,1,0,0,0,DEF,42,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Seamus Coleman,1,0,0,0,DEF,49,Everton,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sean Longstaff,0,0,0,1,MID,43,Newcastle,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
Serge Aurier,1,0,0,0,DEF,49,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Sergi Canós,0,0,0,1,MID,55,Brentford,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sergio Reguilón,1,0,0,0,DEF,50,Spurs,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Shandon Baptiste,0,0,0,1,MID,49,Brentford,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shane Duffy,1,0,0,0,DEF,40,Brighton,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shane Long,0,1,0,0,FWD,54,Southampton,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Shaqai Forde,0,1,0,0,FWD,45,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0
Shola Shoretire,0,0,0,1,MID,45,Man Utd,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Solomon March,0,0,0,1,MID,53,Brighton,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sonny Perkins,0,0,0,1,MID,45,West Ham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Steven Alzate,0,0,0,1,MID,48,Brighton,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steven Bergwijn,0,0,0,1,MID,59,Spurs,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Stipe Perica,0,1,0,0,FWD,45,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Stuart Armstrong,0,0,0,1,MID,58,Southampton,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Stuart Dallas,0,0,0,1,MID,49,Leeds,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Stuart McKinstry,0,0,0,1,MID,43,Leeds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Takehiro Tomiyasu,1,0,0,0,DEF,45,Arsenal,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Takumi Minamino,0,0,0,1,MID,51,Liverpool,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Tammy Abraham,0,1,0,0,FWD,65,Chelsea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tanguy Ndombele,0,0,0,1,MID,57,Spurs,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Tariq Lamptey,1,0,0,0,DEF,45,Brighton,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tariqe Fosu-Henry,0,0,0,1,MID,51,Brentford,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Taylor Richards,0,0,0,1,MID,45,Brighton,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tayo Adaramola,1,0,0,0,DEF,40,Crystal Palace,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Teemu Pukki,0,1,0,0,FWD,61,Norwich,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Theo Walcott,0,0,0,1,MID,58,Southampton,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Thiago Alcántara do Nascimento,0,0,0,1,MID,53,Liverpool,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Thiago Emiliano da Silva,1,0,0,0,DEF,56,Chelsea,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Thierry Small,1,0,0,0,DEF,40,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Thomas Dickson-Peters,0,1,0,0,FWD,45,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Thomas McGill,0,0,1,0,GK,40,Brighton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Thomas Partey,0,0,0,1,MID,50,Arsenal,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tiago Çukur,0,1,0,0,FWD,45,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0
Tim Iroegbunam,0,0,0,1,MID,45,Aston Villa,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tim Krul,0,0,1,0,GK,45,Norwich,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Timo Werner,0,1,0,0,FWD,85,Chelsea,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Timothy Castagne,1,0,0,0,DEF,53,Leicester,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Tino Livramento,1,0,0,0,DEF,42,Southampton,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Tobi Omole,1,0,0,0,DEF,39,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Toby Alderweireld,1,0,0,0,DEF,50,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Todd Cantwell,0,0,0,1,MID,53,Norwich,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Tom Cleverley,0,0,0,1,MID,48,Watford,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Tom Davies,0,0,0,1,MID,48,Everton,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tom Heaton,0,0,1,0,GK,39,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Tomas Soucek,0,0,0,1,MID,57,West Ham,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Tommi O'Reilly,0,0,0,1,MID,45,Aston Villa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tommy Doyle,0,0,0,1,MID,45,Man City,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Tony Springett,0,0,0,1,MID,45,Norwich,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
Toti António Gomes,1,0,0,0,DEF,44,Wolves,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Trent Alexander-Arnold,1,0,0,0,DEF,84,Liverpool,208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
Trevoh Chalobah,1,0,0,0,DEF,47,Chelsea,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Troy Deeney,0,1,0,0,FWD,54,Watford,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Tyler Dibling,0,0,0,1,MID,45,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Tyler Morton,0,0,0,1,MID,45,Liverpool,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Tyler Onyango,0,0,0,1,MID,45,Everton,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tyler Roberts,0,0,0,1,MID,48,Leeds,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Tyrick Mitchell,1,0,0,0,DEF,45,Crystal Palace,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tyrone Mings,1,0,0,0,DEF,50,Aston Villa,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vicente Guaita,0,0,1,0,GK,46,Crystal Palace,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Victor Lindelöf,1,0,0,0,DEF,48,Man Utd,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Viljami Sinisalo,0,0,1,0,GK,40,Aston Villa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vincent Angelini,0,0,1,0,GK,40,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Virgil van Dijk,1,0,0,0,DEF,68,Liverpool,183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Vitalii Mykolenko,1,0,0,0,DEF,49,Everton,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vitaly Janelt,0,0,0,1,MID,49,Brentford,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vladimir Coufal,1,0,0,0,DEF,47,West Ham,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Vontae Daley-Campbell,1,0,0,0,DEF,40,Leicester,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Wayne Hennessey,0,0,1,0,GK,45,Burnley,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Wesley Fofana,1,0,0,0,DEF,43,Leicester,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Wesley Moraes,0,1,0,0,FWD,54,Aston Villa,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Wilfred Ndidi,0,0,0,1,MID,48,Leicester,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Wilfried Zaha,0,0,0,1,MID,69,Crystal Palace,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Will Hughes,0,0,0,1,MID,47,Crystal Palace,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Will Norris,0,0,1,0,GK,43,Burnley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
William Saliba,1,0,0,0,DEF,45,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
William Smallbone,0,0,0,1,MID,45,Southampton,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
William Troost-Ekong,1,0,0,0,DEF,43,Watford,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Willian Borges Da Silva,0,0,0,1,MID,63,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Willy Boly,1,0,0,0,DEF,49,Wolves,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Willy Caballero,0,0,1,0,GK,42,Southampton,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Winston Reid,1,0,0,0,DEF,39,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Wout Weghorst,0,1,0,0,FWD,62,Burnley,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Xherdan Shaqiri,0,0,0,1,MID,59,Liverpool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Yan Valery,1,0,0,0,DEF,39,Southampton,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
Yerry Mina,1,0,0,0,DEF,49,Everton,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Yerson Mosquera Valdelamar,1,0,0,0,DEF,44,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Yoane Wissa,0,0,0,1,MID,57,Brentford,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Youri Tielemans,0,0,0,1,MID,64,Leicester,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Yves Bissouma,0,0,0,1,MID,44,Brighton,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Zach Awe,1,0,0,0,DEF,40,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Zack Steffen,0,0,1,0,GK,44,Man City,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Zak Swanson,1,0,0,0,DEF,40,Arsenal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0
Álvaro Fernández,0,0,1,0,GK,45,Man Utd,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Álvaro Fernández,0,0,1,0,GK,45,Brentford,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Álvaro Fernández,1,0,0,0,DEF,40,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Álvaro Fernández,1,0,0,0,DEF,40,Brentford,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Çaglar Söyüncü,1,0,0,0,DEF,49,Leicester,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
